warehouse_id,product_id,quantity_on_hand,quantity_reserved,quantity_available,last_restock_date,unit_cost
WH_02,64b4f32393cbf55be791078e7a2adca0,21,5,16,2018-06-25,80.32
WH_02,372645c7439f9661fbbacfd129aa92ec,29,4,25,2018-10-26,44.98
WH_02,b36f3c918c91478c4559160022d3f14e,12,0,12,2018-08-25,101.48
WH_02,9048cbd294fe0c1a3ec8c8248bc2cadd,10,1,9,2018-07-01,38.51
WH_02,ae52eeb8383b94455f0a08b1f88ad002,30,3,27,2018-11-02,45.3
WH_02,31c79131e883e5fd8c4c85fe9f7d2bb2,29,6,23,2018-10-13,10.4
WH_02,ee406bf28024d97771c4b1e8b7e8e219,31,2,29,2018-11-26,71.47
WH_02,52e9413ed0d3e64b796aac2bc2291d50,10,0,10,2018-09-09,91.2
WH_02,aa5d6a9bd4be367ae1a3a29c323c7c11,27,6,21,2018-10-08,73.84
WH_02,9fc98e39f04be8e382d8aa5e259f5489,7,1,6,2018-09-09,22.66
WH_02,d285360f29ac7fd97640bf0baef03de0,58,5,53,2018-10-25,109.21
WH_02,7340a3839a1de1e99d149b8cf052a2ec,52,8,44,2018-06-22,36.26
WH_02,90b58782fdd04cb829667fcc41fb65f5,13,3,10,2018-07-04,115.27
WH_02,060c17562f97e5bb60bc0dfa4dd5b3f2,46,7,39,2018-10-03,14.16
WH_02,6d2fde7d12bb6ff367dbda120ba8828e,13,1,12,2018-10-13,12.49
WH_02,247fa5b4e2f524a22b21ef256ffc23e4,12,0,12,2018-09-19,13.73
WH_02,13db47eae724e2848e12b71a617a3a41,17,4,13,2018-11-19,213.32
WH_02,3cb39171fd36c50097f2dedbbe0dfe6e,34,5,29,2018-08-22,14.95
WH_02,f7bb503725fb4d7bb55301d5bceba728,17,0,17,2018-07-14,62.9
WH_02,71a7800a633691de8ecdd17463335e2e,32,7,25,2018-09-21,39.05
WH_02,a0eef953cb25bc9ae40457e1c3c82946,6,0,6,2018-09-04,32.15
WH_02,ee3d532c8a438679776d222e997606b3,15,0,15,2018-06-14,43.37
WH_02,fa4e8255202fd921350a6fc716710dae,9,2,7,2018-08-13,176.41
WH_02,c32b1155b886162db8e1ec114699a799,7,0,7,2018-09-29,28.01
WH_02,ac44def10e24998cdee20a208d691127,9,0,9,2018-07-25,54.94
WH_02,c8cfa622661e047ea2499f8bce4731a5,14,2,12,2018-11-07,76.17
WH_02,64d33e6bd1b905a31c2f96f584e6a0c8,25,1,24,2018-11-19,17.53
WH_02,990d135e28e075648cb7d83198fdccf4,8,2,6,2018-10-13,54.01
WH_02,f4d705aa95ccca448e5b0deb6e5290ba,8,0,8,2018-07-22,10.41
WH_02,8c591ab0ca519558779df02023177f44,175,39,136,2018-09-28,49.48
WH_02,9ad75bd7267e5c724cb42c71ac56ca72,46,0,46,2018-11-17,43.62
WH_02,ecbe1ef7e2903ff8b1d704ba78fa264d,21,5,16,2018-06-28,49.18
WH_02,aa280035c50ba62c746480a59045eec4,15,3,12,2018-09-06,16.68
WH_02,d5b703c271f43f9c588a6f512a00f77e,40,1,39,2018-10-03,23.37
WH_02,0152f69b6cf919bcdaf117aa8c43e5a2,85,17,68,2018-07-21,6.54
WH_02,14dffa241a078aeaebaef48a49e807ca,20,3,17,2018-06-06,36.88
WH_02,363218ba55c610b750224f90bdd34be1,29,4,25,2018-09-09,40.26
WH_02,186fe07c8b8005ec6a498587ffbc1352,42,0,42,2018-08-30,14.62
WH_02,6cc44821f36f3156c782da72dd634e47,25,2,23,2018-10-07,47.17
WH_02,a2105c8c0d5d99dbc5a2a9ad94321e5c,11,0,11,2018-09-08,60.15
WH_02,0d85c435fd60b277ffb9e9b0f88f927a,98,0,98,2018-08-11,48.2
WH_02,29427de7f8a9ee983d9dbc51cec569b4,55,5,50,2018-11-16,66.42
WH_02,f177b434709ecb652dbee4f4b19aef2f,10,2,8,2018-11-21,15.21
WH_02,04c4a4b9c924494fcf82e0fba966f955,21,5,16,2018-09-15,16.57
WH_02,5c2bb11cf2149bd4d9fffcc1246458c3,11,0,11,2018-08-19,50.89
WH_02,f9259c9e7c0f12c70f7a81409680a5ff,34,5,29,2018-07-04,38.83
WH_02,b4b817e5f2c4efc8253b4b679c653847,10,0,10,2018-11-23,49.73
WH_02,0c9ff9d8ed9b9bdd825487b3a66e05f5,21,1,20,2018-11-28,114.94
WH_02,6c50c87e36d8641d67fbcceed5cfec5e,22,1,21,2018-07-08,29.1
WH_02,ee57070aa3b24a06fdd0e02efd2d757d,27,4,23,2018-08-21,49.68
WH_02,431d674f9a4fbd0957ecf6ba3fcb6899,20,4,16,2018-07-01,191.4
WH_02,9b9d1c4bd979b93c138044e032f99780,13,1,12,2018-08-21,61.39
WH_02,f1c7f353075ce59d8a6f3cf58f419c9c,208,26,182,2018-08-17,134.08
WH_02,51ce083cd2b9078656a94655ab45b8a4,21,5,16,2018-08-10,139.07
WH_02,7cd29da0653abeb444703cc5a957f479,9,0,9,2018-07-18,16.78
WH_02,7a10781637204d8d10485c71a6108a2e,47,9,38,2018-11-03,124.66
WH_02,1ec486885049bbb9b79351d150ed18c4,39,3,36,2018-07-30,28.89
WH_02,b1631003bdbc3b1e876f83a7d851d74a,20,2,18,2018-10-01,24.06
WH_02,6803077179d24889430188e03fafd31a,18,4,14,2018-11-14,10.64
WH_02,5aad359a63cbb4fc35ead44346a3eeb4,12,3,9,2018-07-06,6.02
WH_02,634256dbcd184b3757ffd7632c9fe52a,35,3,32,2018-06-04,10.43
WH_02,f7f59e6186e10983a061ac7bdb3494d6,55,6,49,2018-11-19,16.29
WH_02,89e4362d74afa10ac57f8d67210132a6,34,3,31,2018-09-21,39.86
WH_02,bdc3291ab242ec1effc8eb0987850268,61,15,46,2018-09-26,16.89
WH_02,5d66715cc928aadd0074f61332698593,87,13,74,2018-06-11,10.31
WH_02,a62e25e09e05e6faf31d90c6ec1aa3d1,232,52,180,2018-08-20,54.71
WH_02,c45f017c36f9112a8bb4f170edfb1870,12,0,12,2018-09-24,53.13
WH_02,e2bb00220a167d9e60b6776ac33717bc,24,0,24,2018-08-02,37.15
WH_02,dab2413ead0edda9967edbc9bda2a64e,62,12,50,2018-06-11,20.84
WH_02,66a0a6e02b7f543e5b021ce361f267d4,31,0,31,2018-09-21,56.83
WH_02,52c80cedd4e90108bf4fa6a206ef6b03,91,9,82,2018-08-13,109.79
WH_02,ee0c1cf2fbeae95205b4aa506f1469f0,75,13,62,2018-06-14,25.23
WH_02,64fb265487de2238627ce43fe8a67efc,84,4,80,2018-11-13,49.21
WH_02,59fc88d07b8100b80600e42f3e5ac79d,15,0,15,2018-10-28,27.72
WH_02,595fac2a385ac33a80bd5114aec74eb8,151,34,117,2018-09-14,52.53
WH_02,e67307ff0f15ade43fcb6e670be7a74c,28,0,28,2018-10-30,8.56
WH_02,fca62108387e25005784da2f551466a1,26,1,25,2018-06-24,166.12
WH_02,11bbef4e2a44601d9dd471aa1fb433e6,11,2,9,2018-07-12,196.52
WH_02,23365beed316535b4105bd800c46670e,36,1,35,2018-11-28,6.82
WH_02,474bb6b54fc608ca71059a6c4f7ecda3,31,5,26,2018-09-07,9.22
WH_02,93a12c289ca2b78e7069e469f5053ef2,41,8,33,2018-07-11,79.43
WH_02,b3e40ff639c185b9d726b4b19c17e6cd,18,3,15,2018-07-14,95.03
WH_02,aa70ae9ee9a798d44ae6e00ce6d82cb1,25,4,21,2018-07-09,72.96
WH_02,b59b5899ecf4bcc294a72fdd48adaa94,8,0,8,2018-06-14,13.55
WH_02,bdcf6a834e8faa30dac3886c7a58e92e,25,2,23,2018-09-23,23.29
WH_02,6109d0cae3bcb57d579bc0fab6e61814,23,1,22,2018-07-04,35.83
WH_02,e4d325bd1eea550509bdbbc5c3301fc1,47,0,47,2018-08-04,214.9
WH_02,54d9ac713e253fa1fae9c8003b011c2a,35,7,28,2018-10-18,21.06
WH_02,b80921007ed3f68cf6e536e6daf08610,26,4,22,2018-07-31,19.62
WH_02,e5ae72c62ebfa708624f5029d609b160,21,5,16,2018-09-13,33.85
WH_02,afeeea6271148ee1bb15173b8187c431,44,9,35,2018-08-02,118.79
WH_02,5bfc7506459ae2a7b4b573fe557a58e1,42,4,38,2018-10-21,40.93
WH_02,d6160fb7873f184099d9bc95e30376af,44,3,41,2018-07-08,579.35
WH_02,163e6400e6dadd0fe04775c5e9331fda,5,1,4,2018-06-09,20.55
WH_02,6a1a04054158fe995e1688d8f79605b2,31,4,27,2018-06-23,29.91
WH_02,e1da6ab77f4859eb17950e5df1c0f815,14,3,11,2018-07-12,34.02
WH_02,84a87daa85c8b432d90bc1baa0cb4388,18,4,14,2018-11-27,36.89
WH_02,ea44caac707f7f1325182a538007f838,63,5,58,2018-10-27,35.02
WH_02,7b85e3deef35afd6ebed5461ee8f0641,24,0,24,2018-08-16,13.17
WH_02,2635c3e7db0ac6cb3e733cac61ce0ba5,10,1,9,2018-09-18,17.38
WH_02,7d50930301709838d8e90dcac5cfaa84,53,1,52,2018-07-05,29.22
WH_02,c63ea4621680c1b0fca8864c0564bd78,7,1,6,2018-09-14,89.73
WH_02,054515fd15bc1a2029f10de97ffa9120,52,11,41,2018-06-15,19.63
WH_02,a869ec6209c361ca46dad85a5530e119,7,0,7,2018-11-24,85.81
WH_02,33202a8e7a645388c41ed714203d7131,17,2,15,2018-08-21,79.16
WH_02,07c055536ebf10dfbb6c6db6dbfc36e5,18,4,14,2018-08-30,32.06
WH_02,aede48631330269f65a8d680de491657,24,4,20,2018-10-12,50.8
WH_02,8b5227e28272123eefd613a10ffd7704,18,3,15,2018-07-17,276.24
WH_02,ba9943916136c9959e24f71bdae28faa,23,1,22,2018-07-20,29.64
WH_02,68c923fddf7f83316b53252eaf830724,5,0,5,2018-07-01,37.96
WH_02,d5991653e037ccb7af6ed7d94246b249,122,6,116,2018-09-15,93.88
WH_02,4aa6014eceb682077f9dc4bffebc05b0,37,5,32,2018-11-11,147.02
WH_02,36c2fb4fa746273709c373f6d6ec6796,13,1,12,2018-08-05,44.54
WH_02,3516632e8f52b679ff83d1665ecc990e,23,2,21,2018-10-19,37.07
WH_02,0d9374142ba86a7c22357ea192bcfde6,12,0,12,2018-08-25,26.66
WH_02,c10d7c70907ad6d09ada0581ef6bf839,12,0,12,2018-07-20,133.3
WH_02,ff29d8cb1cd0cd5ea37b80dac9939e1c,16,2,14,2018-10-01,12.99
WH_02,7f72a8900b3d2fc8fa2635b7836d6e6e,62,1,61,2018-10-02,43.87
WH_02,8d139b1550c8cc91a3babc9cfe9fc147,7,1,6,2018-10-16,37.36
WH_02,6a8631b72a2f8729b91514db87e771c0,85,14,71,2018-09-14,16.92
WH_02,ba4a91633739ceceb2b73b627e2cfbc3,31,0,31,2018-08-16,91.63
WH_02,f7740e5b4337a3cc4a8a204553101a85,16,2,14,2018-06-05,303.1
WH_02,cb81df0e3ccece253557f2a07df4727e,19,2,17,2018-08-30,28.85
WH_02,91c82ace62e0ca1b69b1a45bcc214b45,8,0,8,2018-06-08,88.78
WH_02,547b95702aec86f05ac37e61d164891c,12,3,9,2018-07-13,70.57
WH_02,2acce4db469045e8f9a863028abce19d,14,3,11,2018-06-30,8.27
WH_02,521a361808bedd9fffb32181e501e09b,21,2,19,2018-08-20,91.68
WH_02,53b36df67ebb7c41585e8d54d6772e08,372,34,338,2018-10-06,61.15
WH_02,f77dd338d9f75229a09cbb9a18fd0c9a,27,2,25,2018-08-17,13.66
WH_02,a703f5ade6e4fae527357132230ea778,13,2,11,2018-09-04,10.91
WH_02,f71973c922ccaab05514a36a8bc741b8,80,6,74,2018-09-22,69.35
WH_02,3713f19c71c4be21ced80738e2fa49bc,16,3,13,2018-07-10,55.35
WH_02,d7d5562fce331ad958ca6f57057b3526,15,3,12,2018-10-13,38.97
WH_02,e44f675b60b3a3a2453ec36421e06f0f,56,5,51,2018-06-26,47.19
WH_02,016711f78a6a87696645db0a6a834826,24,4,20,2018-07-04,60.42
WH_02,e78506414d2563b6414cfd84b7fa0802,8,0,8,2018-10-12,91.7
WH_02,b192be433004cc1f10b467c0e9ea309b,15,2,13,2018-11-23,127.06
WH_02,25f86162fee18735fffdb762dcb10d7c,81,2,79,2018-06-12,76.8
WH_05,3dd2a17168ec895c781a9191c1e95ad7,116,24,92,2018-08-19,89.62
WH_05,76d1a1a9d21ab677a61c3ae34b1b352f,10,1,9,2018-07-24,105.62
WH_05,34d6306314a47fe15c1efdbc23302020,21,1,20,2018-10-15,33.53
WH_05,9bb8ca338e5588c361e34eae02e8fad6,25,3,22,2018-08-09,38.3
WH_05,962a6951154f98f2c8e9a5b8b2bcf4a9,22,2,20,2018-11-07,32.67
WH_05,281bbfe70848e0b304bef88fc2caf2c3,20,0,20,2018-08-29,22.59
WH_05,62c89abe1afe3a23c17765d462718a4c,15,2,13,2018-11-28,108.32
WH_05,5eb564652db742ff8f28759cd8d2652a,21,4,17,2018-06-19,15.68
WH_05,95c40b993a22463c83beb5c51a03d46c,13,2,11,2018-06-13,14.56
WH_05,c9c6fde711572c1ad99ca12728c6af00,36,7,29,2018-06-13,20.63
WH_05,a6ad77b15e566298a4e8ee2011ab1255,17,0,17,2018-09-09,12.62
WH_05,d34c07a2d817ac73f4caf8c574215fed,12,3,9,2018-08-19,17.54
WH_05,5b226d7c52f86ac72457617f78cff95d,34,3,31,2018-11-19,37.0
WH_05,c10a7001e8b49dfc03817444b5f2ed81,27,0,27,2018-09-28,89.97
WH_05,0da9ffd92214425d880de3f94e74ce39,16,0,16,2018-11-26,68.93
WH_05,b1d207586fca400a2370d50a9ba1da98,41,7,34,2018-11-12,73.47
WH_05,ee6c49af1a2de55aa0e076257ab4ab99,31,7,24,2018-07-28,78.86
WH_05,63d6e7ab30f482382c9dfbbccae7da54,9,2,7,2018-09-02,39.81
WH_05,1acb18fc869c5489d5f76abcd681165e,14,2,12,2018-08-23,85.95
WH_05,a04087ab6a96ffa041f8a2701a72b616,21,0,21,2018-06-29,264.94
WH_05,c2a1ff8408a1c857c8730e4d12da714e,14,3,11,2018-08-12,45.7
WH_05,9d0bb30eed80184666c8acad23921283,23,4,19,2018-10-09,11.42
WH_05,3e442d09f9dfef002aadf31960869f65,11,2,9,2018-08-23,17.17
WH_05,994ab76f0da3349fffcfe5d598e9babb,18,0,18,2018-10-15,23.17
WH_05,98ec655119c24de03b804696821f3955,17,4,13,2018-11-06,26.15
WH_05,7703b8cb5b77fbb36518ea91e2ca734f,12,1,11,2018-09-07,26.99
WH_05,18f6ea7e8cff29f8053baac6762449f9,7,0,7,2018-10-30,36.04
WH_05,7bcf2266b78ccc737b8f26f925d3c5d4,13,3,10,2018-08-27,24.73
WH_05,0a4f9f421af66d2ea061fbb8883419f7,18,1,17,2018-11-19,49.86
WH_05,3ae28b124972bb81eddcb644cd284be9,7,1,6,2018-10-31,43.3
WH_05,cec09725da5ed01471d9a505e7389d37,60,3,57,2018-07-16,44.92
WH_05,cad2db5e318d7283a234c517b2f28a42,12,3,9,2018-06-28,43.87
WH_05,9d32095f76b97762307e86cfc18dd7a0,20,4,16,2018-09-06,31.54
WH_05,386eebb43722ab502f04f7900bd2451b,14,0,14,2018-07-06,23.72
WH_05,7f457254a89d62960399e075711b3deb,23,5,18,2018-07-08,16.07
WH_05,43423cdffde7fda63d0414ed38c11a73,101,14,87,2018-09-08,34.77
WH_05,6987398dff454a3138231540e2a6ec61,16,3,13,2018-11-22,65.0
WH_05,817e1c2d22418c36386406ccacfa53e8,43,4,39,2018-11-21,93.48
WH_05,fe077ec80df6b4ee60bb4498d5ab1962,21,3,18,2018-08-28,83.85
WH_05,1a0971a6f39f04118207a7308d451e9d,29,0,29,2018-10-09,103.27
WH_05,fcaab5d7f656094e49fbe4ee3a506658,14,1,13,2018-06-16,73.41
WH_05,4c1bbc12438daec98a77243c2bf7a3ba,14,0,14,2018-10-22,56.37
WH_05,67bd616e1ba0d3d3e8545f3113b0140d,47,5,42,2018-08-12,6.51
WH_05,33fac76e7f17367dedaef7954bbb33b4,26,1,25,2018-10-30,45.88
WH_05,30ac6df06dc59ad72cf2f158fc2d904c,42,5,37,2018-09-12,69.85
WH_05,2ea92fab7565c4fe9f91a5e4e1756258,12,1,11,2018-09-30,46.31
WH_05,f5badee8a0e679f057ec0ca4f0f32dcb,7,1,6,2018-09-01,71.76
WH_05,ca5c923962558430573f83661dbe36d6,48,2,46,2018-11-19,52.65
WH_05,31b8e7c2a22f3dba5183cc110bdd72f7,10,0,10,2018-06-05,85.21
WH_05,4c1e109ecdf58453de365d217cefa64c,9,1,8,2018-07-05,73.39
WH_05,dca8cbb1c9d8a2db0fbc0c36b8d1a7bc,11,2,9,2018-09-25,55.35
WH_05,b0c8da302d49498d2ce6be8c631e4e20,43,9,34,2018-11-07,40.6
WH_05,ddceb6eef6af67e9fbbd4c148dbe5fd9,26,4,22,2018-09-24,111.98
WH_05,4914f8796af2ecd359fd8f44b9b92339,21,1,20,2018-11-02,22.68
WH_05,741a31499a578979be85db7f80139e62,5,1,4,2018-07-31,30.02
WH_05,6eb70dfb283dc3f645ed7b03c990dc72,18,2,16,2018-10-18,29.55
WH_05,0654d3c1e3efc7e7cd9dbde9cb743df2,20,0,20,2018-10-24,38.14
WH_05,5115d8cd6438c0c4d8abdf38d5d41ebd,15,2,13,2018-10-02,29.94
WH_05,e4ca5b20cfe1a020e15e36fe14e880ee,36,1,35,2018-10-13,8.68
WH_05,437c05a395e9e47f9762e677a7068ce7,229,48,181,2018-09-28,31.72
WH_05,f7a17d2c51d9df89a4f1711c4ac17f33,57,8,49,2018-06-23,34.7
WH_05,fed5c40c27e1c88560a9e92d82ee0825,13,0,13,2018-10-17,11.91
WH_05,31a2f42a87890f87d77daebdfabc182e,52,4,48,2018-08-27,85.52
WH_05,4ebab6a2135a2477b657bda38646b64b,15,0,15,2018-10-10,13.84
WH_05,f422d0d9f8b5f7c27289382b14b61248,29,5,24,2018-08-15,35.41
WH_05,5a419dbf24a8c9718fe522b81c69f61a,11,0,11,2018-10-31,27.78
WH_05,db5efde3ad0cc579b130d71c4b2db522,57,11,46,2018-08-06,124.79
WH_05,9545d45c37449ccbc376de3a04c66e71,19,3,16,2018-10-25,72.48
WH_05,657247f6f60543b93e3cc708a8e6329c,11,1,10,2018-11-07,165.44
WH_05,aba86c093ccdbac75b09111d57e50004,18,3,15,2018-10-08,50.82
WH_05,7564c1759c04fc0a38f2aa84f7a370ee,17,2,15,2018-11-05,21.0
WH_05,f731f8587d4088c174397e010cf892a9,19,2,17,2018-06-29,22.98
WH_05,2423252b2432f1803e4f29e0974c6cf7,25,4,21,2018-11-16,97.29
WH_05,cfd414b4463647f58c7775eaae06893d,17,1,16,2018-11-27,45.15
WH_05,ba74c6b75d2ad7503175809688d5a03c,14,1,13,2018-06-09,114.87
WH_05,c6dd917a0be2a704582055949915ab32,85,2,83,2018-10-31,68.26
WH_05,c403e106353e1aa40efe783ecb39ed7a,42,2,40,2018-09-14,25.07
WH_05,7c55ea4aea1acf1ce11440010f5aa298,24,1,23,2018-11-11,243.08
WH_05,6cdd53843498f92890544667809f1595,78,18,60,2018-08-28,217.63
WH_05,588531f8ec37e7d5ff5b7b22ea0488f8,7,1,6,2018-06-30,886.45
WH_05,bb50f2e236e5eea0100680137654686c,70,14,56,2018-08-17,170.24
WH_05,dd0dcee76f9c12fff4bc0eb641d57c7f,37,8,29,2018-11-22,11.08
WH_05,a4aa7c1427c31344e5f7cc3d839fe562,48,7,41,2018-10-14,48.78
WH_05,1a080577618e7fe4d9ddd8fb2b47a964,43,0,43,2018-09-23,277.73
WH_05,7b35ccd93a2184646c03b70326626923,17,2,15,2018-11-22,107.75
WH_05,cc1cb33bcc814aeaa4631761a34bd23e,26,0,26,2018-11-11,51.08
WH_05,84f5c4f480ad6c9998d6a6860f1a2e41,17,3,14,2018-11-14,24.01
WH_05,39aa98469aa7460a9764311b3f8efb12,22,2,20,2018-06-26,22.11
WH_05,5d7c23067ed3fc8c6e699b9373d5890b,13,3,10,2018-11-20,28.48
WH_05,3c883b9d3fd2d0ce448d4136349dc0a4,23,5,18,2018-07-20,32.81
WH_05,b8762d562d810c2f8d7ad7e9c12957be,17,1,16,2018-06-03,12.83
WH_05,4bb4fb9c85785b75ab4f6559900c7ca1,24,6,18,2018-09-14,15.97
WH_05,3e5201fe0d1ba474d9b90152c83c706c,18,0,18,2018-08-29,74.08
WH_05,e53e557d5a159f5aa2c5e995dfdf244b,103,9,94,2018-06-09,40.12
WH_05,1e618d311a1b7f88a9d96ec50aa85582,6,0,6,2018-10-31,54.4
WH_05,15859e3a8aaa3c192c10a91d8722abd5,22,1,21,2018-11-11,207.44
WH_05,4fe644d766c7566dbc46fb851363cb3b,47,1,46,2018-11-02,43.0
WH_05,f3720bc68555b1bff49b9ffd41b017ac,9,2,7,2018-11-13,114.11
WH_05,71a5f1c2a5fd9889ef26b5ac22aec9c6,26,1,25,2018-11-26,14.8
WH_05,5328338cfaa16ba10561cd970c73ca11,18,2,16,2018-06-20,108.08
WH_05,060cb19345d90064d1015407193c233d,27,2,25,2018-11-25,92.58
WH_05,d63c1011f49d98b976c352955b1c4bea,76,10,66,2018-06-19,28.28
WH_05,fbd4031ddbc3d02b95834b62769d3ad0,15,0,15,2018-08-25,70.28
WH_05,9007d9a8a0d332c61d9dd611fa341f4b,34,4,30,2018-08-07,5.4
WH_05,f8077831f3c3f393fb67b93c5acd8daf,8,0,8,2018-07-22,43.47
WH_05,4cd6ba4ea3112de8fc238307c4dc6307,37,2,35,2018-06-28,23.35
WH_05,cd935d283d47f1050c505e1c39c48b67,8,1,7,2018-11-12,32.54
WH_05,1bfe62f326ac7bec0f5a83c10cfff228,8,1,7,2018-06-27,30.93
WH_05,7fab1a1472fdd934397068931f63f3ca,16,0,16,2018-08-04,40.38
WH_05,57d79905de06d8897872c551bfd09358,35,0,35,2018-07-09,17.89
WH_05,719d571299707561c34ba04ab867b32a,35,0,35,2018-11-18,39.2
WH_05,d3e1006ba3735c0d44160026b6e0ced3,21,1,20,2018-09-09,66.61
WH_05,84f456958365164420cfc80fbe4c7fab,109,16,93,2018-10-04,56.84
WH_05,429e7401fafb76436f15e86498bd7364,13,3,10,2018-06-18,132.21
WH_05,7e6c4a0bf900e259f50ba63331fd2785,17,0,17,2018-11-24,36.07
WH_05,7868a64aa111bbb4f41f8e1146c0becb,20,3,17,2018-10-16,25.58
WH_05,eba7488e1c67729f045ab43fac426f2e,38,5,33,2018-08-17,110.19
WH_05,b24af8bca8813bcde4140ff8562f5e47,18,0,18,2018-08-27,24.46
WH_05,569ffd16f8032478cbeb9800f2e94ba0,18,3,15,2018-08-14,10.62
WH_05,a5f6ba3fe91a2e73f10b612131cb2404,34,2,32,2018-09-07,26.55
WH_05,3cce0d166c3fb2507956c630c1d0f87c,19,2,17,2018-06-28,56.78
WH_05,a02d0123079f4ae96001ba2010d1a2df,59,5,54,2018-11-09,132.1
WH_05,371fa349d92646bbeea5873df0bcdc5a,18,1,17,2018-07-20,16.37
WH_05,461f43be3bdf8844e65b62d9ac2c7a5a,48,9,39,2018-09-08,66.51
WH_05,b2855c4e42b8a50f359904c6763eeddc,6,1,5,2018-09-24,169.73
WH_05,c589625c8ccc7bfd2e8f1fb041e24c4a,23,0,23,2018-06-15,45.35
WH_05,cdc4af478fef19f03f1d0353c00271cd,11,2,9,2018-07-01,11.37
WH_05,cd48f265a63e13b762601f5f794c5fca,51,10,41,2018-09-26,29.57
WH_05,57e089e3103f5cda6a4ce23b77399bdb,61,4,57,2018-07-30,32.44
WH_05,e2e426d1332240070b0a836a854d057b,49,0,49,2018-10-04,23.47
WH_05,668e8ee8f69c3545109fc40f72336e8f,17,3,14,2018-11-06,58.77
WH_05,f521813909e310116b6b2f0b11f3dd44,5,0,5,2018-11-09,40.43
WH_05,f4f67ccaece962d013a4e1d7dc3a61f7,20,2,18,2018-06-25,151.63
WH_05,fecf6223a3494f35362f670e571d2a04,17,1,16,2018-06-17,45.48
WH_05,a5341e3f8155dbb3e62323d3ea289729,52,1,51,2018-10-31,38.62
WH_05,20f160a9cf2e856ee5eba259e9ae33f9,30,3,27,2018-07-22,75.95
WH_05,11250b0d4b709fee92441c5f34122aed,17,3,14,2018-11-23,205.94
WH_05,134957eeec87be2414ac629ee0b947a4,16,1,15,2018-07-25,9.88
WH_05,183c95ad186f48c320bbac4643829d3f,19,4,15,2018-06-17,22.56
WH_05,a45af86c4a7948f5fabbb5b0132475cd,7,0,7,2018-07-14,18.13
WH_05,8aa6223e400af9c97b07c75993142721,54,8,46,2018-08-02,79.0
WH_05,5f504b3a1c75b73d6151be81eb05bdc9,88,1,87,2018-11-09,263.55
WH_05,7935ddc510afb7d08989660b382b7f26,18,1,17,2018-10-03,35.12
WH_05,f40876e0ef3cd5f9132b1f16b04b1346,21,0,21,2018-06-23,49.22
WH_05,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,28,4,24,2018-09-30,52.06
WH_05,e0f33a3329af6716a0bb47fd7a664439,27,1,26,2018-08-09,22.04
WH_05,6c712952b8ef62f8d06a0314917400c8,17,3,14,2018-07-15,37.6
WH_05,9e2d3a8d8ffad53e2e35282a2020221c,16,0,16,2018-10-06,19.12
WH_05,6a23c2eb9acc78f8ec403be9c6210dd4,19,0,19,2018-08-17,71.78
WH_05,eebbed5ed3b134eceb717496c47652ba,15,0,15,2018-07-20,55.1
WH_05,cac9e5692471a0700418aa3400b9b2b1,39,8,31,2018-11-06,77.92
WH_05,be5353e2c543ba4f67831f95d3775420,12,1,11,2018-11-08,11.25
WH_05,ec96b7b4e1401281edb9465d0d689cae,18,2,16,2018-06-29,15.41
WH_05,83d199d296c44101c8c3b5c9c0cce9ea,21,5,16,2018-09-30,47.25
WH_05,b8b426747049f2d3d6e00b486d47dedb,37,2,35,2018-06-12,58.84
WH_05,e57eb018e37376580079825eb29a3419,7,1,6,2018-09-20,42.76
WH_05,1dec4c88c685d5a07bf01dcb0f8bf9f8,21,4,17,2018-09-25,365.96
WH_05,a42d9c825894f96fc6ed02610891454d,9,2,7,2018-10-16,28.44
WH_05,99a4788cb24856965c36a24e339b6058,249,50,199,2018-10-10,36.04
WH_05,389d119b48cf3043d311335e499d9c6b,172,15,157,2018-10-30,33.72
WH_05,629e019a6f298a83aeecc7877964f935,73,13,60,2018-11-21,51.23
WH_05,dbb67791e405873b259e4656bf971246,121,7,114,2018-08-23,50.23
WH_05,5b8423dc7f23089c9c59c5d140eb5a1c,12,1,11,2018-07-22,81.32
WH_05,d1c427060a0f73f6b889a5c7c61f2ac4,257,28,229,2018-10-28,58.1
WH_05,89b121bee266dcd25688a1ba72eefb61,59,14,45,2018-07-26,42.41
WH_05,4025ee582ef6b8c478af3b44cf89054b,22,3,19,2018-09-04,11.29
WH_05,3b10cf7d1e08c598428ad6eb7c59d09c,7,0,7,2018-08-09,53.58
WH_05,a8d952e8e5436a6fe36d24c402d100de,8,0,8,2018-10-24,9.01
WH_05,9fc0c73ce4d0eaaead44e81eeefebeb0,6,0,6,2018-09-28,29.47
WH_05,c211ff3068fcd2f8898192976d8b3a32,32,2,30,2018-07-27,15.64
WH_05,50fd2b788dc166edd20512370dac54df,54,9,45,2018-11-11,9.76
WH_05,10070e29929f7c7d609ee3201f236b8e,28,2,26,2018-10-20,54.9
WH_05,9da950e8c8c482441f1b93955b21c827,34,1,33,2018-10-12,111.14
WH_05,a0b7d5a992ccda646f2d34e418fff5a0,29,3,26,2018-09-27,40.37
WH_05,4fa33915031a8cde03dd0d3e8fb27f01,12,3,9,2018-08-03,92.45
WH_05,7b44e5ea770ef06810f5df89006cc8b2,9,1,8,2018-10-30,52.89
WH_05,2028bf1b01cafb2d2b1901fca4083222,198,36,162,2018-09-15,37.24
